ID,Typ,"Katalogové číslo",Jméno,Publikovaný,"Je zvýrazněný?","Viditelnost v katalogu","Krátký popis",Popis,"Sleva začíná dne","Sleva končí dne","Stav daně","Daňová třída",Skladem?,Sklad,"Práh nízkého skladu","Povoleno objednávání?","Prodávat samostatně?","Hmotnost (kg)","Délka (cm)","Šířka (cm)","Výška (cm)","Povolit zákaznické recenze?","Poznámka k nákupu","Cena po slevě","Běžná cena",Kategorie,Štítky,"Třída dopravy",Obrázky,"Limit stahování","Expirace stahování ve dnech",Nadřazené,"Seskupené produkty","Navyšovací prodej","Doplňkový prodej","Externí URL","Text tlačítka",Pozice,"Bundled Items (JSON-encoded)","Min Bundle Size","Max Bundle Size","Bundle Contents Virtual","Bundle Aggregate Weight","Bundle Layout","Bundle Group Mode","Bundle Cart Editing","Bundle Sold Individually","Bundle Form Location","Bundle Sells","Bundle Sells Title","Bundle Sells Discount","Název 1 vlastnosti","Hodnota(y) 1 vlastnosti","Vlastnost 1 viditelnost","Vlastnost 1 globální","Název 2 vlastnosti","Hodnota(y) 2 vlastnosti","Vlastnost 2 viditelnost","Vlastnost 2 globální","Název 3 vlastnosti","Hodnota(y) 3 vlastnosti","Vlastnost 3 viditelnost","Vlastnost 3 globální","Název 4 vlastnosti","Hodnota(y) 4 vlastnosti","Vlastnost 4 viditelnost","Vlastnost 4 globální","Název 5 vlastnosti","Hodnota(y) 5 vlastnosti","Vlastnost 5 viditelnost","Vlastnost 5 globální","Název 6 vlastnosti","Hodnota(y) 6 vlastnosti","Vlastnost 6 viditelnost","Vlastnost 6 globální","Název 7 vlastnosti","Hodnota(y) 7 vlastnosti","Vlastnost 7 viditelnost","Vlastnost 7 globální","Název 8 vlastnosti","Hodnota(y) 8 vlastnosti","Vlastnost 8 viditelnost","Vlastnost 8 globální","Název 9 vlastnosti","Hodnota(y) 9 vlastnosti","Vlastnost 9 viditelnost","Vlastnost 9 globální","Meta: _regular_price_EUR","Meta: _price_EUR","Meta: _sale_price_EUR","Meta: _stock_warehouse","Meta: _wcml_custom_prices_status","Meta: _wpml_location_migration_done","Meta: _wpml_media_duplicate","Meta: _wpml_media_featured","Meta: _wcml_schedule_EUR","Meta: _sale_price_dates_from_EUR","Meta: _sale_price_dates_to_EUR","Meta: _alp_processed","Meta: _wpml_media_has_media","Meta: _wpml_word_count","Meta: _woosea_brand","Meta: _woosea_mpn","Meta: _woosea_upc","Meta: _woosea_ean","Meta: _woosea_gtin","Meta: _woosea_color","Meta: _woosea_size","Meta: _woosea_gender","Meta: _woosea_material","Meta: _woosea_pattern","Meta: _woosea_optimized_title","Meta: _woosea_unit_pricing_measure","Meta: _woosea_unit_pricing_base_measure","Meta: _woosea_condition","Meta: _woosea_age_group","Meta: _woosea_installment_months","Meta: _woosea_installment_amount","Meta: _woosea_exclude_product","Meta: _woosea_cost_of_good_sold","Meta: _woosea_multipack","Meta: _woosea_is_bundle","Meta: _woosea_energy_efficiency_class","Meta: _woosea_min_energy_efficiency_class","Meta: _woosea_max_energy_efficiency_class","Meta: _woosea_is_promotion","Meta: _woosea_custom_field_0","Meta: _woosea_custom_field_1","Meta: _woosea_custom_field_2","Meta: _woosea_custom_field_3","Meta: _woosea_custom_field_4","Meta: _zasilkovna_vypnuti","Meta: _13_vypnuti","Meta: _3946_vypnuti","Meta: _3885_vypnuti","Meta: _1120_vypnuti","Meta: _4738_vypnuti","Meta: _151_vypnuti","Meta: _4524_vypnuti","Meta: _272_vypnuti","Meta: _1438_vypnuti","Meta: _1406_vypnuti","Meta: _3603_vypnuti","Meta: _6254_vypnuti","Meta: send_coupons_on_renewals","Meta: _wc_pb_base_regular_price_EUR","Meta: _wc_pb_base_sale_price_EUR","Meta: _wc_pb_base_price_EUR","Meta: _woocommerce_pos_uuid","Meta: balkanova_product_video-full","Meta: balkanova_product_video-thumb","Meta: _wcml_average_rating","Meta: _wcml_review_count","Meta: _openpos_product_version_0","Název 10 vlastnosti","Hodnota(y) 10 vlastnosti","Vlastnost 10 viditelnost","Vlastnost 10 globální","Meta: fb_product_group_id","Meta: _805_vypnuti","Meta: balkanova_product_video-box","Meta: _op_barcode","Meta: _op_cost_price","Meta: _op_weight_base_pricing","Meta: _op_qty_decimal","Meta: _633_vypnuti","Meta: _153_vypnuti","Meta: _4461_vypnuti","Meta: _149_vypnuti","Meta: _wc_facebook_sync_enabled","Meta: fb_visibility","Meta: fb_product_description","Meta: _wc_facebook_product_image_source","Meta: _wc_facebook_commerce_enabled","Meta: ceske_sluzby_hodnota_ean","Meta: epl_attachments","Meta: zasilkovna_custom_weight","Meta: fb_product_item_id","Meta: _wpml_post_translation_editor_native","Meta: _wc_facebook_enhanced_catalog_attributes_color","Meta: _wc_facebook_enhanced_catalog_attributes_size","Meta: _wc_facebook_enhanced_catalog_attributes_gender","Meta: _wc_facebook_enhanced_catalog_attributes_brand","Meta: _wc_facebook_enhanced_catalog_attributes_pattern","Meta: _wc_facebook_enhanced_catalog_attributes_age_group","Meta: _wc_facebook_google_product_category","Meta: zasilkovna_custom_total","Meta: zasilkovna_custom_dim_one","Meta: zasilkovna_custom_dim_sum","Meta: ceske_sluzby_xml_zbozi_kategorie","Meta: _age_gate-restrict","Meta: pos_barcode","Meta: ceske_sluzby_xml_heureka_kategorie","Meta: _woocommerce_pos_variable_prices","Meta: ceske_sluzby_xml_allegro_kategorie","Meta: ceske_sluzby_xml_allegro_podkategorie","Meta: fb_product_image","Meta: fb_product_price","Meta: _stock_warehouse_variation","Meta: tzas_disable_var_zboxes","Meta: _zasilkovna_vek","Meta: _6830_vypnuti","Meta: _80_vypnuti","Meta: _7909_vypnuti","Meta: _7910_vypnuti","Meta: _4832_vypnuti","Meta: _7378_vypnuti","Meta: _6006_vypnuti","Meta: _7377_vypnuti","Meta: _4015_vypnuti","Meta: _4017_vypnuti","Meta: _106_vypnuti","Meta: _136_vypnuti","Meta: _134_vypnuti","Meta: _257_vypnuti","Meta: _6373_vypnuti","Meta: _6828_vypnuti","Meta: _111_vypnuti","Meta: _4993_vypnuti","Meta: _4994_vypnuti","Meta: _5062_vypnuti","Meta: _5060_vypnuti","Meta: _5061_vypnuti","Meta: _4638_vypnuti","Meta: _4653_vypnuti","Meta: _4654_vypnuti","Meta: _4830_vypnuti","Meta: _4828_vypnuti","Meta: _4033_vypnuti","Meta: _4309_vypnuti","Meta: _4307_vypnuti","Meta: _4876_vypnuti","Meta: _4856_vypnuti","Meta: _4857_vypnuti","Meta: _7770_vypnuti","Meta: _7788_vypnuti","Meta: _8847_vypnuti","Meta: _4646_vypnuti","Meta: _4634_vypnuti","Meta: _4635_vypnuti","Meta: _4159_vypnuti","Meta: _763_vypnuti","Meta: _3294_vypnuti","Meta: _3870_vypnuti","Meta: _2726_vypnuti","Meta: _5066_vypnuti","Meta: _5065_vypnuti","Meta: _4834_vypnuti","Meta: _8125_vypnuti","Meta: _5064_vypnuti","Meta: _5063_vypnuti","Meta: _8000_vypnuti","Meta: _8001_vypnuti","Meta: _4329_vypnuti","Meta: _4162_vypnuti","Meta: _3060_vypnuti","Meta: _4655_vypnuti","Meta: _4656_vypnuti","Meta: _4161_vypnuti","Meta: _836_vypnuti","Meta: _762_vypnuti","Meta: _7397_vypnuti","Meta: _590_vypnuti","Meta: _5102_vypnuti","Meta: _5101_vypnuti","Meta: _4559_vypnuti","Meta: _4827_vypnuti","Meta: _4826_vypnuti","Meta: _4949_vypnuti","Meta: _4950_vypnuti","Meta: _131_vypnuti","Meta: _16_vypnuti","Meta: _132_vypnuti","Meta: _3616_vypnuti","Meta: _1160_vypnuti","Meta: _8289_vypnuti","Meta: _8701_vypnuti","Meta: ceske_sluzby_xml_heureka_productname","Meta: _last_translation_edit_mode","Stáhnout 1 ID","Název 1 stahování","URL 1 stahování","Meta: _wp_old_date","Meta: _wc_gla_isBundle","Meta: ceske_sluzby_xml_zbozi_productname"
1802,simple,"KO 02","Kare vlněný koberec kávový I",0,0,visible,,"Vlněný koberec má výšku vlasu až 3 cm. Vyrábí se ručně tak, že se na vlněnou osnovu navazuje příze předem nastřihané kousky příze, uzlík po uzlíku, podobně jako při vázání perských koberců. Výroba vlněného koberce trvá až dva týdny. Tento je vyroben z přírodní nebarvené příze.",,,taxable,,0,0,,0,0,11.8,,,,1,,,9639,"Koberce > Klasické koberce","Přírodní nebarvená vlna, Tradiční ručně vázaný výrobek",,"https://balkanova.eco/wp-content/uploads/2017/09/interier10.jpg, https://balkanova.eco/wp-content/uploads/2017/09/Kremovy-2.jpg",,,,,,,,,632,,,,,,,,,,,,,,Typ,"s vysokým vlasem",1,1,Materiál,"100% vlna",1,1,Výroba,ruční,1,1,Vlas,3,1,1,Gramáž,2460,1,1,Šířka,150,1,1,Délka,215,1,1,"Cena za m²",2990,1,1,Barva,"světle hnědá",1,1,385,385,,0,1,1,1,1,0,,,1714645643,1,"{""total"":55,""to_translate"":{""en"":55,""de"":55,""el"":55,""sk"":55}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,385,,385,559c0a5a-e2b7-4da6-a420-074b60a049e7,,,5.00,1,1707153961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,simple,"KO 03","Kare vlněný koberec kávový",0,0,visible,,"Vlněný koberec má výšku vlasu až 3 cm. Vyrábí se ručně tak, že se na vlněnou osnovu navazuje příze předem natřihané kousky příze, uzlík po uzlíku, podobně jako při vázání perských koberců. Výroba vlněného koberce trvá až dva týdny. Je vyroben z nebarvené příze ve světle hnědém melírovaném odstínu.",,,taxable,,0,0,,0,0,11.8,,,,1,,,9639,"Koberce > Klasické koberce","Přírodní nebarvená vlna, Tradiční ručně vázaný výrobek",,"https://balkanova.eco/wp-content/uploads/2017/09/Kavovy-2.jpg, https://balkanova.eco/wp-content/uploads/2017/09/Kavovy-3.jpg",,,,,,,,,649,,,,,,,,,,,,,,Typ,"s vysokým vlasem",1,1,Materiál,"100% vlna",1,1,Výroba,ruční,1,1,Vlas,3,1,1,Gramáž,2460,1,1,Šířka,150,1,1,Délka,215,1,1,"Cena za m²",2990,1,1,Značka,Balkanova,1,1,385,385,,0,1,1,1,1,0,,,1698066211,1,"{""total"":56,""to_translate"":{""en"":56,""de"":56,""sk"":56}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,no,,no,no,no,,,,,,no,no,385,,385,3f0a6c49-6aa2-4d5b-a1e5-7cba8cbf8e8e,,,,,,Barva,hnědá,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,simple,"KO 01","Kare vlněný koberec s hermelínovým vzorem",0,0,visible,,"Vlněný koberec má výšku vlasu až 3 cm. Vyrábí se ručně tak, že se na vlněnou osnovu navazuje příze předem natřihané kousky příze, uzlík po uzlíku, podobně jako při vázání perských koberců. Výroba vlněného koberce trvá až dva týdny. Tento je z přírodní nebarvené vlny v odstínech krémové bílé a hnědé.",,,taxable,,0,0,,0,0,2.1,,,,1,,,1557,"Koberce > Klasické koberce","Přírodní nebarvená vlna, Tradiční ručně vázaný výrobek",,"https://balkanova.eco/wp-content/uploads/2017/09/Hermelin-1.jpg, https://balkanova.eco/wp-content/uploads/2017/09/Hermelin-3.jpg",,,,,,,,,678,,,,,,,,,,,,,,Typ,"s vysokým vlasem",1,1,Materiál,"100% vlna",1,1,Výroba,ruční,1,1,Vlas,3,1,1,Gramáž,2460,1,1,Šířka,70,1,1,Délka,90,1,1,"Cena za m²",2475,1,1,Značka,Balkanova,1,1,62.5,62.5,,0,1,1,1,1,0,,,1651592744,1,"{""total"":61,""to_translate"":{""en"":61,""de"":61,""sk"":61}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,no,,no,no,no,,,,,,no,,,,,,,,,,,Barva,béžová,1,1,3562840797154256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,simple,ChalST01,"Ručně vázaný koberec Chalište ze světlé a tmavé vlny I",0,0,visible,,"<strong>Jedinečné chalište ze světlé a tmavé vlny. Mistrovství rodopských tkalců ve čtvercovém formátu, který vytvoří dominantu Vašeho interiéru. Tato textilie je ručně vázána z karakačanské ovčí vlny s délkou až 25 cm. Hřeje na první pohled a je velmi příjemné procházet se na něm bosou nohou. Lehnout si na něj, jen tak si hovět a nasávat přitom příjemnou vůni vlny je také požitkem, který stojí za to. Vyzkoušejte to! Dvoubarevné chalište momentálně skladem.</strong>",,,taxable,,0,0,,0,0,4.1,,,,1,,,7425,"Koberce > Chalište","Karakačanská vlna, Přírodní nebarvená vlna, Tradiční ručně vázaný výrobek",,"https://balkanova.eco/wp-content/uploads/2017/09/Chaliste_svetla_tmava_vlna.jpg, https://balkanova.eco/wp-content/uploads/2017/09/R5H7319.jpg, https://balkanova.eco/wp-content/uploads/2017/09/R5H7322.jpg",,,,,,,,,713,,,,,,,,,,,,,,Typ,"s vysokým vlasem",1,1,Materiál,"100% vlna",1,1,Výroba,ruční,1,1,Vlas,25,1,1,"Cena za m²",3300,1,1,Délka,150,1,1,Šířka,150,1,1,Barva,multicolor,1,1,,,,,297,297,,0,1,1,1,1,0,,,1651593481,1,"{""total"":89,""to_translate"":{""en"":89,""de"":89,""sk"":89}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,simple,CHalT01,"Ručně vázaný koberec Chalište z tmavé vlny I",1,0,visible,,"Nádherné chalište z tmavé nebarvené velmi kvalitní karakačanské vlny. To nejlepší z rodopského vlnařství v exkluzivním provedení. Nádherná ruční práce, která najde uplatnění v tradičním i v moderním interiéru laděném třeba do stylu českého funkcionalismu. Bude dělat tu nejvybranější společnost divánku od Halabaly. Máme to osvědčené! Tmavá vlna v odstínech od světle kaštanové přes čokoládově hnědou až k černavé vlně s šedými odstíny. Jednotlivé vlněné vlasy mají délku okolo 20 cm, takže se na této ručně vázané textilii výborně odpočívá či lelkuje. Unikátní chalište je jedním z nejceněnějších výrobků z naší nabídky. Jsme jediní, kdo ho v Čechách nabízejí a zároveň Vám kromě kusů na skladě nabízíme i možnost výroby na míru. Zeptejte se nás!",,,taxable,,1,1,,0,0,8.3,,,,1,,,21324,"Koberce > Chalište","Karakačanská vlna, Přírodní nebarvená vlna, Tradiční ručně vázaný výrobek",,"https://balkanova.eco/wp-content/uploads/2017/09/R5H0016.jpg, https://balkanova.eco/wp-content/uploads/2017/09/R5H0012.jpg, https://balkanova.eco/wp-content/uploads/2017/09/R5H0009.jpg, https://balkanova.eco/wp-content/uploads/2017/09/Chaliste_tmava-vlna.jpg, https://balkanova.eco/wp-content/uploads/2017/09/IMG_4733.jpg, https://balkanova.eco/wp-content/uploads/2017/09/IMG_4748.jpg, https://balkanova.eco/wp-content/uploads/2017/09/IMG_4755.jpg, https://balkanova.eco/wp-content/uploads/2017/09/IMG_4785.jpg",,,,,,,,,1,,,,,,,,,,,,,,Typ,"s vysokým vlasem",1,1,Materiál,"100% vlna",1,1,Výroba,ruční,1,1,Vlas,20,1,1,Gramáž,1660,1,1,Šířka,220,1,1,Délka,270,1,1,"Cena za m²",3590,1,1,Barva,hnědá,1,1,887.9,887.9,,0,1,1,1,1,0,,,1727378968,1,"{""total"":127,""to_translate"":{""en"":127,""de"":127,""el"":127,""sk"":127}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,887.9,,887.9,1bd92f03-a7df-498d-a0e1-0be22f949770,,,5.00,1,1727378968,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,
1834,simple,ChalSv1,"Ručně vázaný koberec Chalište ze světlé vlny I",0,0,visible,,"Krásné chalište ze světlé vlny s jantarovými odlesky. To nejlepší z rodopského vlnařství. Vlna je nebarvená, pořízená od Karakačanů, což je řecky hovořící národnostní menšina obývající zejména bulharské pohoří Stara Planina. Karakačani jsou vyhlášenými pastevci a jejich mnohosethlavá stáda jsou zdrojem té nejkvalitnější dlouhovlasé vlny nutné pro výrobu rodopských chališťat, ať už světlých, jako v tomto případě, či tmavých. U tohoto chalište se odstíny plavně přelévají od bílozlaté přes krémovou po jantarovou barvu a to mu dává nádech výlučnosti. Toto chalište rozzáří jakýkoli interiér a strhne na sebe velkou pozornost. Na druhou stranu ho lze dobře kombinovat s jinými barvami. Vyzkoušejte to! A pokud by Vám nevyhovoval právě tento rozměr, napište nám a my pro Vás necháme vyrobit jiný přesně podle Vašeho přání.",,,taxable,,0,0,,0,0,5.3,,,,1,,,11255,"Koberce > Chalište","Karakačanská vlna, Přírodní nebarvená vlna, Tradiční ručně vázaný výrobek",,"https://balkanova.eco/wp-content/uploads/2017/09/R5H0030.jpg, https://balkanova.eco/wp-content/uploads/2017/09/R5H0035.jpg, https://balkanova.eco/wp-content/uploads/2017/09/R5H7331.jpg, https://balkanova.eco/wp-content/uploads/2017/09/Chaliste_svetla-vlna.jpg, https://balkanova.eco/wp-content/uploads/2017/09/IMG_4766.jpg, https://balkanova.eco/wp-content/uploads/2017/09/IMG_4770.jpg",,,,,,,,,6,,,,,,,,,,,,,,Typ,"s vysokým vlasem",1,1,Materiál,"100% vlna",1,1,Výroba,ruční,1,1,Vlas,20,1,1,Gramáž,1660,1,1,Šířka,150,1,1,Délka,215,1,1,"Cena za m²",3490,1,1,Značka,Balkanova,1,1,459.4,459.4,,0,1,1,1,1,0,,,1686132997,1,"{""total"":136,""to_translate"":{""en"":136,""de"":136,""sk"":136}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,no,,no,no,no,,,,,,no,no,459.4,,459.4,f12eb45c-3a6a-4760-937b-248e1f129dad,,,5.00,1,1730301372,Barva,bílá,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,simple,"KL 01","Vlněný Kilim I - Kuřátka",0,0,visible,,,,,taxable,,0,0,,0,0,1.3,,,,1,,,5440,"Koberce > Kilimy","Tradiční ručně tkaný výrobek",,https://balkanova.eco/wp-content/uploads/2017/09/KilimXVII.jpg,,,,,,,,,434,,,,,,,,,,,,,,Typ,"hladce tkaný",1,1,Materiál,"útek - vlna / osnova - bavlna",1,1,Výroba,ruční,1,1,Gramáž,1020,1,1,Barva,červená,1,1,,,,,,,,,,,,,,,,,218,218,,0,1,1,1,1,0,,,1617974237,1,"{""total"":8,""to_translate"":{""en"":8,""de"":8,""sk"":8}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,simple,"KL 02","Vlněný Kilim II - Garibalda",0,0,visible,,"Jeden z nejstarších geometrických vzorů bulharské tradice. Barvený pouze přírodními rostlinnými barvivy.",,,taxable,,0,0,,0,0,2.5,,,,1,,10990,11416,"Koberce > Kilimy","Tradiční ručně tkaný výrobek",,https://balkanova.eco/wp-content/uploads/2017/09/KilimII.jpg,,,,,,,,,437,,,,,,,,,,,,,,Typ,"hladce tkaný",1,1,Materiál,"útek - vlna / osnova - bavlna",1,1,Výroba,ruční,1,1,Gramáž,1020,1,1,Šířka,120,1,1,Délka,180,1,1,Barva,multicolor,1,1,,,,,,,,,457,440,440,0,1,1,1,1,0,,,1617974225,1,"{""total"":20,""to_translate"":{""en"":20,""de"":20,""sk"":20}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,no,,no,no,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,
1846,simple,"KL 12","Vlněný Kilim XII - Kytky v květináči",1,0,visible,,"Klasický jemnější vzor na červeném podkladu s dvojím lemem.",,,taxable,,1,1,,0,0,3.0,,,,1,,,24876,"Koberce > Kilimy","Tradiční ručně tkaný výrobek",,"https://balkanova.eco/wp-content/uploads/2018/11/39_květiny-a-květináče-196_308.jpg, https://balkanova.eco/wp-content/uploads/2017/09/PH6A3494.jpg, https://balkanova.eco/wp-content/uploads/2017/09/PH6A3478.jpg",,,,,,,,,467,,,,,,,,,,,,,,Typ,"hladce tkaný",1,1,Materiál,"útek - vlna / osnova - bavlna",1,1,Výroba,ruční,1,1,Gramáž,1020,1,1,Šířka,120,1,1,Délka,180,1,1,Značka,Balkanova,1,1,Barva,červená,1,1,"Cena za m²",11700,1,1,1036,1036,,0,1,1,1,1,0,,,1714129988,1,"{""total"":21,""to_translate"":{""en"":21,""de"":21,""el"":21,""sk"":21}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,no,,no,no,no,,,,,,no,no,1036,,1036,fc46b830-b192-417c-a1dc-5aa66cb2b5fb,,,,,1714129988,,,,,,,,,,no,no,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,
1858,simple,"PE 02","Vlněná deka Perelika II oranžové a žluté kostky",0,0,visible,,"Tato deka je vyrobena pouze z ovčí vlny, vykupované od bulharských malochovatelů v Rodopech. Vlna se čistí mechanicky, bez použití chemikálií. Deka může obsahovat stopy organického materiálu, což je důkazem, že se při čištění surové vlny nepoužívá kyselina sírová. Velké kostky ve žluté a oranžové a s černým orámováním. Jedna z našich klasik.",,,taxable,,0,0,,0,0,1.5,52,37,19,1,,,1590,"Vlněné deky > Podle jemnosti > Klasické, Vlněné deky > Podle velikosti > Klasické deky, Vlněné deky > Podle názvu > Perelika, Vlněné deky > Podle jemnosti, Vlněné deky > Podle velikosti","Částečná ruční výroba, Rodopská vlna",,"https://balkanova.eco/wp-content/uploads/2017/09/069.jpg, https://balkanova.eco/wp-content/uploads/2017/09/PerelikaII-2.jpg, https://balkanova.eco/wp-content/uploads/2017/09/PerelikaII-3.jpg, https://balkanova.eco/wp-content/uploads/2017/09/070.jpg, https://balkanova.eco/wp-content/uploads/2017/09/071.jpg, https://balkanova.eco/wp-content/uploads/2017/09/072.jpg, https://balkanova.eco/wp-content/uploads/2017/09/068.jpg",,,,,,,,,2,,,,,,,,,,,,,,Jemnost,klasická,1,1,Materiál,"100% vlna",1,1,Gramáž,520,1,1,Šířka,150,1,1,Délka,200,1,1,Barva,"černá, multicolor, oranžová, žlutá",1,1,Hmotnost,"1\,5 kg",1,1,Značka,Balkanova,1,1,Typ,"indoor, outdoor",1,1,65.9,65.9,,0,1,1,1,1,0,,,1713867176,1,"{""total"":65,""to_translate"":{""en"":65,""de"":65,""el"":65,""sk"":65}}",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,no,,no,no,no,,,,,,no,no,65.9,,65.9,ba7dcd4b-c6b2-44ca-8979-542158b336f4,33405,36260,4.67,3,1730306637,,,,,,,36264,,,no,no,,,,,yes,yes,,product,no,0745760930456,16661,,,,,,,,,,,,,,
